id,Introvert_score,bin__Stage_fear,bin__Drained_after_socializing,num__Time_spent_Alone,num__Social_event_attendance,Personality
16376,4,0,1,11,3,Introvert
16377,0,0,0,1,8,Extrovert
16378,1,0,0,3,4,Extrovert
16379,0,0,0,1,5,Extrovert
16380,0,0,0,0,5,Extrovert
16382,0,0,0,0,4,Extrovert
16383,1,0,0,2,6,Extrovert
16384,1,0,0,0,10,Extrovert
16385,5,1,1,9,2,Introvert
16386,0,0,0,1,6,Extrovert
16387,4,1,1,8,1,Introvert
16388,1,0,0,2,5,Extrovert
16389,0,0,0,3,4,Extrovert
16390,0,0,0,3,4,Extrovert
16391,0,0,0,0,7,Extrovert
16392,4,0,1,9,3,Introvert
16393,1,1,1,2,3,Introvert
16394,4,1,1,7,5,Introvert
16395,0,0,0,0,9,Extrovert
16396,0,0,0,0,6,Extrovert
16397,0,0,0,2,10,Extrovert
16399,4,1,1,7,0,Introvert
16401,0,0,0,2,4,Extrovert
16402,0,0,0,1,8,Extrovert
16403,0,0,0,2,9,Extrovert
16404,3,1,1,6,3,Introvert
16405,0,0,0,1,4,Extrovert
16406,0,0,0,2,6,Extrovert
16407,0,0,0,2,6,Extrovert
16408,0,0,0,2,7,Extrovert
16409,1,0,0,1,3,Extrovert
16410,0,0,0,3,9,Extrovert
16411,0,0,0,1,8,Extrovert
16412,1,0,0,2,6,Extrovert
16413,1,0,0,0,5,Extrovert
16414,0,0,0,1,5,Extrovert
16415,0,0,0,2,5,Extrovert
16416,0,0,0,0,5,Extrovert
16417,1,0,0,4,10,Extrovert
16418,0,0,0,3,8,Extrovert
16419,3,1,0,4,3,Introvert
16420,5,0,1,10,2,Introvert
16422,3,0,1,4,3,Introvert
16423,4,1,1,6,5,Introvert
16424,0,0,0,1,8,Extrovert
16425,0,0,0,3,7,Extrovert
16426,5,0,1,10,0,Introvert
16427,1,0,0,0,5,Extrovert
16428,0,0,0,2,8,Extrovert
16429,1,0,0,1,4,Extrovert
16430,0,0,0,2,3,Extrovert
16431,4,1,1,5,0,Introvert
16432,0,0,0,2,5,Extrovert
16433,0,0,0,0,5,Extrovert
16434,4,1,1,4,1,Extrovert
16435,0,0,0,4,5,Extrovert
16436,3,1,1,4,2,Introvert
16437,0,0,0,3,5,Extrovert
16438,0,0,0,0,6,Extrovert
16439,5,0,1,8,2,Introvert
16440,0,0,0,3,7,Extrovert
16441,0,0,0,2,5,Extrovert
16442,4,1,1,8,1,Introvert
16443,0,0,0,1,8,Extrovert
16444,4,1,1,11,5,Introvert
16445,0,0,0,3,5,Extrovert
16447,0,0,0,0,5,Extrovert
16448,0,0,0,0,6,Extrovert
16449,1,0,0,1,9,Extrovert
16450,1,0,0,2,4,Extrovert
16451,0,0,0,3,5,Extrovert
16452,0,0,0,0,5,Extrovert
16453,0,0,0,2,9,Extrovert
16454,5,1,0,5,1,Introvert
16455,0,0,0,2,3,Extrovert
16456,5,1,1,5,1,Introvert
16457,1,0,0,3,9,Extrovert
16458,4,1,1,11,0,Introvert
16459,0,0,0,2,7,Extrovert
16460,0,0,0,2,5,Extrovert
16461,4,1,0,10,3,Introvert
16462,4,1,1,7,2,Introvert
16463,0,0,0,1,10,Extrovert
16464,0,0,0,3,7,Extrovert
16465,0,0,0,3,4,Extrovert
16466,0,0,0,2,6,Extrovert
16467,4,1,1,8,1,Introvert
16468,0,0,0,0,4,Extrovert
16469,4,1,0,4,2,Introvert
16470,0,0,0,0,6,Extrovert
16471,0,0,0,0,4,Extrovert
16472,4,1,1,2,2,Introvert
16473,3,1,1,4,0,Extrovert
16474,1,0,0,2,9,Extrovert
16475,1,1,1,4,3,Introvert
16476,0,0,0,3,6,Extrovert
16477,1,0,0,0,9,Extrovert
16478,0,0,0,3,4,Extrovert
16479,0,0,0,0,4,Extrovert
16480,0,0,0,2,7,Extrovert
16481,0,0,0,1,4,Extrovert
16482,0,0,0,1,8,Extrovert
16483,0,0,0,1,8,Extrovert
16484,1,0,0,3,4,Extrovert
16485,1,0,0,2,9,Extrovert
16486,3,1,1,8,1,Introvert
16487,0,0,0,1,9,Extrovert
16488,0,0,0,1,5,Extrovert
16489,0,0,0,2,4,Extrovert
16491,0,0,0,3,8,Extrovert
16492,0,0,0,3,5,Extrovert
16493,5,1,0,6,2,Introvert
16494,0,0,0,1,9,Extrovert
16495,0,0,0,3,10,Extrovert
16496,4,1,1,8,0,Introvert
16497,4,1,1,10,0,Introvert
16498,0,0,0,3,6,Extrovert
16499,1,0,0,1,4,Extrovert
16500,0,0,0,2,9,Extrovert
16501,1,0,0,1,6,Extrovert
16502,4,1,1,9,2,Introvert
16503,4,1,0,9,3,Introvert
16504,0,0,0,0,10,Extrovert
16505,1,0,0,0,8,Extrovert
16506,1,0,0,2,5,Extrovert
16507,5,0,1,11,2,Introvert
16508,0,0,0,2,3,Extrovert
16509,1,0,0,1,5,Extrovert
16510,0,0,0,2,5,Extrovert
16511,1,0,0,2,6,Extrovert
16512,0,0,0,0,5,Extrovert
16513,5,1,0,5,0,Introvert
16514,0,0,0,2,4,Extrovert
16515,0,0,0,0,8,Extrovert
16516,4,1,1,2,0,Introvert
16517,0,0,0,2,7,Extrovert
16518,3,1,1,9,3,Introvert
16519,1,0,0,3,8,Extrovert
16520,0,0,0,3,5,Extrovert
16521,4,1,1,7,1,Introvert
16522,5,1,1,9,1,Introvert
16523,0,0,0,1,6,Extrovert
16524,1,0,0,3,5,Extrovert
16525,1,0,0,2,9,Extrovert
16526,1,0,0,2,4,Extrovert
16527,0,0,0,2,5,Extrovert
16528,1,0,0,3,5,Extrovert
16529,0,0,0,2,9,Extrovert
16530,0,0,0,0,8,Extrovert
16531,4,1,1,5,1,Introvert
16532,0,0,0,1,9,Extrovert
16533,1,0,0,2,6,Extrovert
16534,0,0,0,1,8,Extrovert
16535,4,1,1,5,3,Introvert
16536,0,0,0,2,5,Extrovert
16537,0,0,0,0,4,Extrovert
16539,1,0,0,3,9,Extrovert
16540,0,0,0,0,4,Extrovert
16541,1,0,0,0,5,Extrovert
16542,0,0,0,2,10,Extrovert
16543,1,0,0,0,3,Extrovert
16544,5,1,1,6,0,Introvert
16545,0,0,0,2,4,Extrovert
16546,0,0,0,1,6,Extrovert
16547,1,0,0,1,3,Extrovert
16548,1,0,0,3,4,Extrovert
16549,1,0,0,0,9,Extrovert
16550,0,0,0,2,5,Extrovert
16552,0,0,0,1,7,Extrovert
16553,1,0,0,1,6,Extrovert
16554,0,0,0,3,4,Extrovert
16555,0,0,0,3,7,Extrovert
16556,5,1,1,5,2,Introvert
16557,1,0,0,0,4,Extrovert
16558,0,0,0,3,8,Extrovert
16559,1,0,0,0,9,Extrovert
16560,1,0,0,4,9,Extrovert
16561,1,0,0,0,8,Extrovert
16562,1,0,0,0,9,Extrovert
16563,0,0,0,2,5,Extrovert
16565,0,0,0,4,6,Extrovert
16566,4,1,1,6,3,Introvert
16567,0,0,0,0,9,Introvert
16568,0,0,0,1,5,Extrovert
16569,0,0,0,2,8,Extrovert
16570,4,1,1,9,5,Introvert
16571,0,0,0,3,9,Extrovert
16572,1,0,0,0,5,Extrovert
16573,0,0,0,3,5,Extrovert
16574,0,0,0,0,6,Extrovert
16576,0,0,0,0,9,Extrovert
16577,4,1,1,11,2,Introvert
16578,1,0,0,3,8,Extrovert
16579,0,0,0,0,7,Extrovert
16580,4,1,1,2,2,Introvert
16581,0,0,0,1,5,Extrovert
16582,0,0,0,3,4,Extrovert
16583,0,0,0,2,5,Extrovert
16584,0,0,0,3,5,Extrovert
16585,0,0,0,3,7,Extrovert
16586,1,0,0,0,6,Extrovert
16587,0,0,0,0,5,Extrovert
16588,0,0,0,1,8,Extrovert
16589,0,0,0,2,7,Extrovert
16590,2,0,0,2,2,Extrovert
16591,1,0,0,0,9,Extrovert
16592,0,0,0,3,5,Extrovert
16594,1,0,0,3,4,Extrovert
16595,5,1,1,11,1,Introvert
16596,1,0,0,3,8,Extrovert
16597,1,0,0,3,4,Extrovert
16598,0,0,0,2,5,Extrovert
16599,0,0,0,1,9,Extrovert
16600,5,1,1,8,2,Introvert
16601,0,0,0,2,6,Extrovert
16602,0,0,0,3,7,Extrovert
16603,4,1,1,4,0,Introvert
16604,1,0,0,2,4,Extrovert
16605,1,0,0,2,10,Extrovert
16606,0,0,0,1,6,Extrovert
16607,0,0,0,1,5,Extrovert
16608,0,0,0,2,5,Extrovert
16609,0,0,0,3,5,Extrovert
16610,1,0,0,7,7,Extrovert
16611,3,1,1,9,5,Introvert
16612,4,1,1,5,3,Introvert
16613,0,0,0,1,5,Extrovert
16614,0,0,0,1,4,Extrovert
16615,0,0,0,1,5,Extrovert
16616,0,0,0,1,4,Extrovert
16617,5,0,1,6,0,Introvert
16618,0,0,0,0,6,Extrovert
16619,0,0,0,2,7,Extrovert
16620,0,0,0,0,8,Extrovert
16621,0,0,0,3,4,Extrovert
16622,0,0,0,1,4,Extrovert
16623,5,1,1,6,2,Introvert
16624,0,0,0,1,4,Extrovert
16625,1,0,0,0,7,Extrovert
16626,0,0,0,3,8,Extrovert
16627,0,0,0,3,6,Extrovert
16628,0,0,0,2,5,Extrovert
16629,0,0,0,1,6,Extrovert
16630,0,0,0,2,9,Extrovert
16631,1,0,0,2,6,Extrovert
16632,1,0,0,2,8,Extrovert
16633,0,0,0,1,6,Extrovert
16634,1,0,0,2,9,Extrovert
16635,0,0,0,2,9,Extrovert
16636,4,1,1,10,0,Introvert
16637,1,0,0,1,7,Extrovert
16638,0,0,0,0,9,Introvert
16639,5,0,1,7,1,Introvert
16640,0,0,0,3,7,Extrovert
16641,0,0,0,4,8,Extrovert
16642,0,0,0,0,5,Extrovert
16643,4,0,1,8,3,Extrovert
16644,4,1,1,2,0,Introvert
16645,1,0,0,3,9,Extrovert
16646,0,0,0,1,4,Extrovert
16647,5,1,0,10,2,Introvert
16648,1,0,0,0,7,Extrovert
16649,1,0,0,1,6,Extrovert
16650,4,1,1,11,0,Introvert
16651,1,0,0,1,6,Extrovert
16652,0,0,0,1,7,Extrovert
16653,0,0,0,3,6,Extrovert
16654,0,0,0,0,7,Extrovert
16655,0,0,0,3,5,Introvert
16656,0,0,0,1,9,Extrovert
16657,0,0,0,3,8,Extrovert
16658,4,0,1,4,1,Introvert
16659,0,0,0,0,5,Extrovert
16660,0,0,0,0,8,Extrovert
16662,4,1,1,7,5,Introvert
16663,0,0,0,2,6,Extrovert
16664,0,0,0,1,8,Extrovert
16665,0,0,0,0,8,Extrovert
16666,1,0,0,1,9,Extrovert
16667,1,0,0,0,7,Extrovert
16668,4,0,1,4,2,Introvert
16669,4,1,1,2,0,Introvert
16670,4,1,1,6,0,Introvert
16672,4,1,1,8,0,Introvert
16673,0,0,0,1,7,Extrovert
16674,0,0,0,2,6,Extrovert
16675,0,0,0,0,8,Extrovert
16676,0,0,0,1,4,Extrovert
16677,0,0,0,3,6,Extrovert
16678,0,0,0,0,9,Extrovert
16679,4,1,0,4,1,Introvert
16680,0,0,0,2,5,Extrovert
16681,0,0,0,1,5,Extrovert
16682,1,0,0,1,7,Extrovert
16683,0,0,0,2,8,Extrovert
16684,0,0,0,3,6,Extrovert
16685,0,0,0,2,5,Extrovert
16686,1,0,0,1,8,Extrovert
16687,0,0,0,3,6,Extrovert
16688,1,0,0,0,3,Extrovert
16689,4,0,1,10,3,Introvert
16690,0,0,0,1,8,Extrovert
16691,0,0,0,1,9,Extrovert
16692,5,1,0,9,0,Introvert
16693,3,1,1,4,4,Introvert
16694,0,0,0,0,4,Extrovert
16695,0,0,0,0,6,Extrovert
16696,1,0,0,1,7,Extrovert
16697,0,0,0,2,5,Extrovert
16698,4,1,1,9,0,Introvert
16699,0,0,0,0,5,Extrovert
16700,0,0,0,1,3,Extrovert
16701,5,1,1,6,0,Introvert
16702,2,1,1,4,3,Introvert
16703,0,0,0,0,5,Introvert
16704,0,0,0,3,5,Extrovert
16705,0,0,0,3,9,Extrovert
16706,0,0,0,3,10,Extrovert
16707,1,0,0,2,3,Extrovert
16708,4,1,1,11,1,Introvert
16709,4,1,0,5,3,Introvert
16710,0,0,0,1,5,Extrovert
16711,0,0,0,0,4,Extrovert
16712,5,0,1,5,0,Introvert
16713,0,0,0,1,4,Extrovert
16714,0,0,0,3,4,Extrovert
16715,0,0,0,0,5,Extrovert
16716,3,1,1,6,0,Introvert
16717,0,0,0,3,5,Extrovert
16718,0,0,0,0,8,Extrovert
16719,3,1,1,10,3,Introvert
16720,1,0,0,0,7,Extrovert
16721,4,1,1,7,0,Introvert
16722,0,0,0,3,8,Extrovert
16723,0,0,0,1,5,Extrovert
16724,0,0,0,0,5,Extrovert
16725,0,0,0,3,6,Extrovert
16726,0,0,0,2,8,Extrovert
16727,3,1,1,6,1,Introvert
16728,4,1,1,2,2,Introvert
16729,0,0,0,0,6,Extrovert
16730,4,1,1,6,5,Introvert
16732,5,1,0,11,2,Introvert
16733,3,0,1,4,3,Introvert
16734,1,0,0,0,10,Extrovert
16735,0,0,0,2,5,Extrovert
16736,4,1,1,6,3,Introvert
16738,1,0,0,0,6,Extrovert
16739,4,1,1,7,0,Introvert
16740,1,0,0,1,5,Extrovert
16741,0,0,0,3,9,Extrovert
16742,3,1,1,7,3,Introvert
16743,1,0,0,2,5,Extrovert
16744,0,0,0,2,4,Extrovert
16745,0,0,0,0,6,Extrovert
16746,1,0,0,1,7,Extrovert
16747,1,0,0,3,5,Extrovert
16748,0,0,0,3,6,Extrovert
16749,1,0,0,4,8,Extrovert
16750,0,0,0,2,5,Extrovert
16751,1,0,0,3,3,Extrovert
16752,3,1,1,2,3,Introvert
16753,0,0,0,2,5,Extrovert
16754,0,0,0,0,9,Extrovert
16755,0,0,0,2,9,Extrovert
16756,0,0,0,1,7,Extrovert
16757,0,0,0,2,8,Extrovert
16758,0,0,0,2,6,Extrovert
16759,0,0,0,1,6,Extrovert
16760,0,0,0,2,9,Extrovert
16761,0,0,0,2,9,Extrovert
16763,3,1,1,4,2,Introvert
16764,0,0,0,4,9,Extrovert
16765,0,0,0,2,6,Extrovert
16766,0,0,0,3,4,Extrovert
16767,4,1,1,8,0,Introvert
16768,4,1,1,11,0,Introvert
16769,1,0,0,0,4,Extrovert
16770,4,1,0,9,0,Introvert
16771,5,0,1,5,0,Introvert
16772,1,0,0,0,3,Extrovert
16773,0,0,0,3,8,Extrovert
16774,0,0,0,2,6,Extrovert
16775,1,0,0,2,8,Extrovert
16776,4,1,1,8,4,Introvert
16777,1,0,0,0,5,Extrovert
16778,4,1,1,11,2,Introvert
16779,0,0,0,0,3,Extrovert
16780,0,0,0,0,9,Extrovert
16782,0,0,0,3,6,Extrovert
16783,0,0,0,3,6,Introvert
16784,0,0,0,4,9,Extrovert
16785,0,0,0,0,5,Extrovert
16786,5,0,1,11,1,Introvert
16787,1,0,0,1,5,Extrovert
16788,5,0,1,6,0,Introvert
16789,1,0,0,3,8,Extrovert
16790,1,0,0,3,7,Extrovert
16791,1,0,0,3,6,Extrovert
16792,4,1,1,4,1,Introvert
16793,5,1,0,7,1,Introvert
16794,0,0,0,0,8,Extrovert
16795,0,0,0,3,6,Extrovert
16796,3,1,1,0,0,Introvert
16797,0,0,0,3,7,Extrovert
16798,3,1,1,4,5,Introvert
16799,4,1,1,10,5,Introvert
16800,0,0,0,1,6,Extrovert
16801,0,0,0,0,10,Introvert
16803,1,0,0,3,9,Extrovert
16804,4,1,1,7,2,Introvert
16805,0,0,0,3,5,Extrovert
16806,1,0,0,0,3,Extrovert
16807,0,0,0,1,8,Extrovert
16808,0,0,0,1,8,Extrovert
16809,1,0,0,2,8,Extrovert
16810,0,0,0,3,7,Extrovert
16811,0,0,0,2,8,Extrovert
16812,0,0,0,0,9,Extrovert
16813,4,1,1,9,2,Introvert
16814,1,0,0,1,4,Extrovert
16815,0,0,0,2,7,Extrovert
16816,0,0,0,1,5,Extrovert
16817,1,0,0,2,9,Extrovert
16818,0,0,0,0,4,Extrovert
16819,0,0,0,0,7,Extrovert
16820,1,0,0,0,5,Extrovert
16821,5,1,0,11,0,Introvert
16822,0,0,0,1,7,Extrovert
16823,3,1,1,4,1,Introvert
16824,0,0,0,4,7,Extrovert
16825,0,0,0,2,7,Extrovert
16826,0,0,0,3,4,Extrovert
16827,0,0,0,3,8,Extrovert
16828,0,0,0,3,7,Extrovert
16829,0,0,0,3,6,Extrovert
16830,1,0,0,2,3,Extrovert
16831,0,0,0,3,7,Extrovert
16832,0,0,0,2,9,Extrovert
16833,1,0,0,3,6,Extrovert
16834,0,0,0,3,4,Extrovert
16835,1,0,0,2,9,Extrovert
16836,1,0,0,3,4,Extrovert
16837,4,1,1,2,0,Introvert
16838,0,0,0,3,5,Extrovert
16839,5,1,1,7,0,Introvert
16840,0,0,0,1,9,Extrovert
16841,0,0,0,2,4,Extrovert
16842,0,0,0,0,5,Extrovert
16843,0,0,0,2,9,Extrovert
16844,0,0,0,3,4,Extrovert
16845,4,1,1,5,5,Introvert
16846,5,1,1,9,0,Introvert
16847,0,0,0,0,9,Introvert
16848,0,0,0,1,5,Introvert
16849,0,0,0,1,7,Extrovert
16850,3,1,1,4,1,Introvert
16851,5,1,0,9,0,Introvert
16852,0,0,0,1,5,Extrovert
16853,0,0,0,2,4,Extrovert
16854,0,0,0,1,7,Introvert
16855,3,1,1,6,3,Introvert
16856,1,0,0,0,4,Extrovert
16858,1,0,0,3,9,Extrovert
16860,4,1,1,6,3,Introvert
16861,1,0,0,1,4,Extrovert
16862,0,0,0,3,5,Extrovert
16863,1,0,0,2,5,Extrovert
16864,4,1,1,9,4,Introvert
16865,0,0,0,3,7,Extrovert
16866,4,0,1,5,3,Introvert
16867,0,0,0,2,10,Extrovert
16868,4,1,1,2,0,Introvert
16869,0,0,0,0,9,Extrovert
16870,0,0,0,3,10,Extrovert
16871,0,0,0,2,8,Extrovert
16872,0,0,0,2,5,Extrovert
16873,0,0,0,0,5,Extrovert
16874,3,1,1,6,3,Introvert
16875,0,0,0,2,5,Extrovert
16876,0,0,0,3,7,Extrovert
16877,4,1,1,6,1,Introvert
16878,1,0,0,1,8,Extrovert
16879,1,0,0,0,5,Extrovert
16880,0,0,0,2,8,Extrovert
16881,1,0,0,3,3,Extrovert
16882,0,0,0,2,10,Extrovert
16883,1,0,0,2,6,Extrovert
16884,0,0,0,0,3,Extrovert
16885,0,0,0,1,7,Extrovert
16886,5,1,0,5,0,Introvert
16887,0,0,0,2,9,Extrovert
16888,0,0,0,3,9,Extrovert
16889,0,0,0,0,5,Extrovert
16890,0,0,0,1,4,Extrovert
16891,4,1,0,4,2,Introvert
16892,0,0,0,2,5,Extrovert
16893,4,1,0,5,3,Introvert
16894,5,1,0,9,2,Introvert
16895,2,1,1,4,3,Introvert
16897,1,0,0,2,8,Extrovert
16898,1,0,0,1,4,Extrovert
16899,0,0,0,4,6,Extrovert
16900,0,0,0,1,8,Extrovert
16901,0,0,0,1,9,Extrovert
16902,0,0,0,3,4,Extrovert
16903,0,0,0,0,9,Extrovert
16904,0,0,0,3,5,Extrovert
16905,1,0,0,3,7,Extrovert
16907,0,0,0,3,8,Extrovert
16908,4,1,1,11,2,Introvert
16909,1,0,0,3,5,Extrovert
16910,0,0,0,2,5,Extrovert
16911,1,0,0,2,9,Extrovert
16913,0,0,0,3,3,Extrovert
16914,3,1,1,5,3,Introvert
16915,5,0,1,10,2,Introvert
16916,0,0,0,1,7,Extrovert
16917,4,1,1,3,2,Extrovert
16918,0,0,0,3,8,Extrovert
16919,0,0,0,2,9,Extrovert
16920,0,0,0,2,5,Extrovert
16921,0,0,0,2,10,Extrovert
16922,0,0,0,2,6,Extrovert
16923,1,0,0,0,4,Extrovert
16924,0,0,0,0,5,Extrovert
16925,0,0,0,3,9,Extrovert
16926,1,0,0,2,3,Extrovert
16927,0,0,0,2,5,Extrovert
16928,1,0,0,3,4,Extrovert
16929,0,0,0,3,7,Extrovert
16930,1,0,0,2,4,Extrovert
16931,5,0,1,7,2,Introvert
16932,0,0,0,1,9,Extrovert
16933,0,0,0,3,9,Extrovert
16934,0,0,0,1,7,Extrovert
16935,0,0,0,2,7,Extrovert
16936,0,0,0,2,6,Extrovert
16937,1,0,0,2,4,Extrovert
16939,1,0,0,2,6,Extrovert
16940,1,0,0,0,7,Extrovert
16941,0,0,0,1,7,Extrovert
16942,1,0,0,1,5,Extrovert
16943,0,0,0,4,4,Extrovert
16944,0,0,0,3,6,Extrovert
16945,1,0,0,2,6,Extrovert
16946,4,1,1,11,5,Introvert
16947,0,0,0,0,5,Extrovert
16948,0,0,0,2,7,Extrovert
16949,0,0,0,2,4,Extrovert
16950,0,0,0,1,5,Extrovert
16951,1,0,0,2,7,Extrovert
16952,0,0,0,0,10,Extrovert
16953,0,0,0,1,9,Introvert
16954,1,0,0,3,7,Extrovert
16956,0,0,0,2,4,Extrovert
16957,0,0,0,1,5,Extrovert
16958,0,0,0,1,6,Extrovert
16959,0,0,0,3,5,Extrovert
16960,0,0,0,1,8,Extrovert
16961,2,1,1,4,3,Introvert
16962,0,0,0,0,6,Extrovert
16963,1,0,0,2,4,Extrovert
16964,4,1,1,9,2,Introvert
16965,0,0,0,2,7,Extrovert
16966,0,0,0,0,3,Extrovert
16967,0,0,0,0,8,Extrovert
16968,1,0,0,1,8,Extrovert
16969,4,1,1,10,3,Introvert
16970,1,0,0,2,5,Extrovert
16971,0,0,0,1,10,Extrovert
16972,1,0,0,2,9,Extrovert
16973,3,1,1,11,3,Introvert
16974,0,0,0,0,8,Extrovert
16975,0,0,0,2,5,Extrovert
16976,0,0,0,1,6,Introvert
16977,1,0,0,3,3,Extrovert
16978,0,0,0,0,3,Extrovert
16979,0,0,0,0,8,Extrovert
16980,0,0,0,3,9,Extrovert
16981,0,0,0,1,9,Extrovert
16982,0,0,0,3,9,Extrovert
16983,0,0,0,2,4,Extrovert
16984,0,0,0,3,5,Extrovert
16985,0,0,0,3,4,Extrovert
16987,1,0,0,1,8,Extrovert
16988,0,0,0,0,8,Extrovert
16989,5,1,0,7,0,Introvert
16990,0,0,0,0,8,Extrovert
16991,0,0,0,2,9,Extrovert
16992,5,1,1,5,2,Introvert
16993,0,0,0,2,6,Extrovert
16994,0,0,0,3,6,Extrovert
16995,5,0,1,7,2,Introvert
16996,0,0,0,2,9,Extrovert
16997,0,0,0,0,6,Extrovert
16998,0,0,0,2,8,Extrovert
16999,1,0,0,0,10,Extrovert
17000,0,0,0,2,9,Extrovert
17001,4,0,1,4,1,Introvert
17002,4,1,0,6,2,Introvert
17003,0,0,0,3,5,Extrovert
17004,1,0,0,1,5,Extrovert
17005,4,1,1,5,1,Introvert
17006,5,1,1,9,0,Introvert
17007,4,1,1,5,0,Introvert
17009,0,0,0,2,4,Extrovert
17010,0,0,0,2,6,Extrovert
17011,5,0,1,10,1,Introvert
17012,5,0,1,10,2,Introvert
17013,3,1,1,10,3,Extrovert
17014,0,0,0,2,8,Extrovert
17015,0,0,0,0,6,Extrovert
17016,5,0,1,10,2,Introvert
17017,3,1,1,6,3,Introvert
17018,0,0,0,0,10,Extrovert
17019,1,0,0,2,5,Extrovert
17020,1,0,0,3,3,Extrovert
17021,3,0,1,4,3,Introvert
17022,1,0,0,3,6,Extrovert
17023,1,0,0,1,5,Extrovert
17024,0,0,0,1,9,Extrovert
17025,0,0,0,1,7,Extrovert
17026,1,0,0,3,4,Extrovert
17027,0,0,0,1,8,Extrovert
17028,0,0,0,2,6,Extrovert
17029,4,1,1,11,0,Introvert
17030,0,0,0,3,4,Extrovert
17031,0,0,0,2,3,Extrovert
17032,0,0,0,2,5,Extrovert
17033,4,1,1,6,1,Introvert
17034,5,0,1,11,2,Introvert
17035,4,1,1,5,1,Introvert
17036,0,0,0,2,6,Extrovert
17037,1,0,0,1,5,Extrovert
17038,0,0,0,3,5,Extrovert
17039,2,1,1,4,3,Introvert
17040,0,0,0,1,7,Extrovert
17041,0,0,0,2,6,Extrovert
17042,4,1,1,6,1,Introvert
17043,1,0,0,3,5,Extrovert
17044,3,1,1,5,3,Introvert
17045,4,0,1,6,3,Introvert
17046,0,0,0,3,5,Extrovert
17047,4,1,0,7,3,Introvert
17048,0,0,0,0,6,Extrovert
17049,4,0,0,9,3,Introvert
17050,0,0,0,1,7,Extrovert
17051,0,0,0,0,9,Extrovert
17052,1,0,0,1,4,Extrovert
17054,1,0,0,2,5,Extrovert
17055,0,0,0,2,8,Extrovert
17056,5,1,1,10,1,Introvert
17057,1,0,0,0,6,Extrovert
17058,1,0,0,2,7,Extrovert
17059,5,1,0,5,0,Introvert
17060,4,1,1,8,2,Introvert
17061,0,0,0,3,10,Extrovert
17062,4,1,1,10,0,Introvert
17063,0,0,0,0,4,Extrovert
17064,0,0,0,2,8,Extrovert
17065,5,1,1,6,1,Introvert
17066,0,0,0,3,4,Extrovert
17067,0,0,0,3,8,Extrovert
17068,3,1,1,4,0,Introvert
17069,0,0,0,1,5,Extrovert
17070,1,0,0,0,6,Extrovert
17071,0,0,0,3,9,Extrovert
17073,0,0,0,2,3,Extrovert
17074,0,0,0,2,3,Extrovert
17075,0,0,0,0,5,Extrovert
17076,3,1,1,4,0,Introvert
17077,0,0,0,0,8,Extrovert
17078,0,0,0,2,5,Extrovert
17079,0,0,0,1,9,Extrovert
17080,1,0,0,0,7,Extrovert
17081,1,0,0,0,9,Extrovert
17082,4,1,1,10,2,Introvert
17083,0,0,0,3,6,Extrovert
17084,0,0,0,1,8,Extrovert
17085,5,0,1,8,2,Introvert
17086,0,0,0,0,6,Extrovert
17087,1,0,0,2,7,Extrovert
17089,0,0,0,0,10,Extrovert
17091,0,0,0,3,4,Introvert
17092,0,0,0,1,6,Extrovert
17093,0,0,0,1,4,Extrovert
17094,0,0,0,1,10,Extrovert
17095,0,0,0,3,6,Extrovert
17096,0,0,0,2,7,Extrovert
17097,1,0,0,2,5,Extrovert
17098,0,0,0,2,5,Extrovert
17099,0,0,0,3,5,Extrovert
17100,0,0,0,0,9,Extrovert
17101,0,0,0,3,6,Extrovert
17102,4,0,1,6,3,Introvert
17103,4,1,1,8,5,Introvert
17104,0,0,0,3,8,Extrovert
17105,3,1,1,7,3,Introvert
17106,2,0,1,9,3,Introvert
17107,0,0,0,0,5,Extrovert
17108,0,0,0,2,8,Extrovert
17109,0,0,0,1,6,Extrovert
17110,0,0,0,2,5,Extrovert
17111,0,0,0,2,5,Extrovert
17112,0,0,0,0,9,Extrovert
17113,0,0,0,3,5,Extrovert
17114,5,1,1,11,1,Introvert
17115,0,0,0,2,7,Extrovert
17116,1,0,0,6,4,Introvert
17117,0,0,0,0,6,Extrovert
17118,5,0,1,8,0,Introvert
17119,1,0,0,1,6,Extrovert
17120,1,0,0,3,6,Extrovert
17122,4,1,1,7,0,Introvert
17123,0,0,0,3,3,Extrovert
17124,0,0,0,3,3,Extrovert
17125,0,0,0,4,4,Extrovert
17126,0,0,0,1,9,Extrovert
17127,0,0,0,1,9,Extrovert
17128,0,0,0,1,9,Extrovert
17129,3,1,1,4,3,Introvert
17130,0,0,0,2,4,Extrovert
17131,2,0,0,5,3,Extrovert
17132,0,0,0,2,4,Extrovert
17133,0,0,0,3,9,Extrovert
17134,0,0,0,3,9,Extrovert
17135,0,0,0,3,5,Extrovert
17136,0,0,0,1,10,Extrovert
17137,2,1,1,4,3,Introvert
17138,4,1,1,5,1,Introvert
17139,0,0,0,0,5,Extrovert
17140,0,0,0,4,5,Extrovert
17141,5,1,1,6,0,Extrovert
17142,0,0,0,0,5,Extrovert
17143,5,0,1,10,2,Extrovert
17144,0,0,0,0,7,Extrovert
17145,1,0,0,0,3,Extrovert
17146,0,0,0,3,5,Extrovert
17147,0,0,0,0,5,Extrovert
17148,5,0,1,8,1,Introvert
17149,4,1,1,5,1,Introvert
17150,0,0,0,2,9,Extrovert
